Name,Sport,Date,Start time,Duration,Total distance (km),Average heart rate (bpm),Average speed (km/h),Max speed (km/h),Average pace (min/km),Max pace (min/km),Calories,Fat percentage of calories(%),Average cadence (rpm),Average stride length (cm),Running index,Training load,Ascent (m),Descent (m),Average power (W),Max power (W),Notes,Height (cm),Weight (kg),HR max,HR sit,VO2max,
s yk,OTHER_INDOOR,04-03-2023,20:26:40,00:37:56,,116,,,,,317,,,,,,,,,,,170.0,70.0,195,55,55,
Sample rate,Time,HR (bpm),Speed (km/h),Pace (min/km),Cadence,Altitude (m),Stride length (m),Distances (m),Temperatures (C),Power (W),
1,00:00:00,121,,,,,,,,,
,00:00:01,121,,,,,,,,,
,00:00:02,120,,,,,,,,,
,00:00:03,120,,,,,,,,,
,00:00:04,119,,,,,,,,,
,00:00:05,119,,,,,,,,,
,00:00:06,117,,,,,,,,,
,00:00:07,116,,,,,,,,,
,00:00:08,115,,,,,,,,,
,00:00:09,114,,,,,,,,,
,00:00:10,113,,,,,,,,,
,00:00:11,111,,,,,,,,,
,00:00:12,110,,,,,,,,,
,00:00:13,110,,,,,,,,,
,00:00:14,109,,,,,,,,,
,00:00:15,109,,,,,,,,,
,00:00:16,108,,,,,,,,,
,00:00:17,108,,,,,,,,,
,00:00:18,108,,,,,,,,,
,00:00:19,107,,,,,,,,,
,00:00:20,107,,,,,,,,,
,00:00:21,107,,,,,,,,,
,00:00:22,107,,,,,,,,,
,00:00:23,106,,,,,,,,,
,00:00:24,105,,,,,,,,,
,00:00:25,105,,,,,,,,,
,00:00:26,104,,,,,,,,,
,00:00:27,103,,,,,,,,,
,00:00:28,102,,,,,,,,,
,00:00:29,101,,,,,,,,,
,00:00:30,101,,,,,,,,,
,00:00:31,101,,,,,,,,,
,00:00:32,102,,,,,,,,,
,00:00:33,102,,,,,,,,,
,00:00:34,103,,,,,,,,,
,00:00:35,103,,,,,,,,,
,00:00:36,104,,,,,,,,,
,00:00:37,104,,,,,,,,,
,00:00:38,105,,,,,,,,,
,00:00:39,105,,,,,,,,,
,00:00:40,106,,,,,,,,,
,00:00:41,106,,,,,,,,,
,00:00:42,107,,,,,,,,,
,00:00:43,107,,,,,,,,,
,00:00:44,108,,,,,,,,,
,00:00:45,109,,,,,,,,,
,00:00:46,108,,,,,,,,,
,00:00:47,107,,,,,,,,,
,00:00:48,107,,,,,,,,,
,00:00:49,107,,,,,,,,,
,00:00:50,106,,,,,,,,,
,00:00:51,106,,,,,,,,,
,00:00:52,106,,,,,,,,,
,00:00:53,106,,,,,,,,,
,00:00:54,107,,,,,,,,,
,00:00:55,107,,,,,,,,,
,00:00:56,107,,,,,,,,,
,00:00:57,107,,,,,,,,,
,00:00:58,106,,,,,,,,,
,00:00:59,106,,,,,,,,,
,00:01:00,105,,,,,,,,,
,00:01:01,104,,,,,,,,,
,00:01:02,104,,,,,,,,,
,00:01:03,104,,,,,,,,,
,00:01:04,105,,,,,,,,,
,00:01:05,105,,,,,,,,,
,00:01:06,105,,,,,,,,,
,00:01:07,106,,,,,,,,,
,00:01:08,106,,,,,,,,,
,00:01:09,106,,,,,,,,,
,00:01:10,105,,,,,,,,,
,00:01:11,105,,,,,,,,,
,00:01:12,105,,,,,,,,,
,00:01:13,105,,,,,,,,,
,00:01:14,106,,,,,,,,,
,00:01:15,106,,,,,,,,,
,00:01:16,107,,,,,,,,,
,00:01:17,108,,,,,,,,,
,00:01:18,109,,,,,,,,,
,00:01:19,110,,,,,,,,,
,00:01:20,109,,,,,,,,,
,00:01:21,109,,,,,,,,,
,00:01:22,108,,,,,,,,,
,00:01:23,108,,,,,,,,,
,00:01:24,107,,,,,,,,,
,00:01:25,107,,,,,,,,,
,00:01:26,106,,,,,,,,,
,00:01:27,104,,,,,,,,,
,00:01:28,104,,,,,,,,,
,00:01:29,104,,,,,,,,,
,00:01:30,104,,,,,,,,,
,00:01:31,104,,,,,,,,,
,00:01:32,104,,,,,,,,,
,00:01:33,105,,,,,,,,,
,00:01:34,106,,,,,,,,,
,00:01:35,106,,,,,,,,,
,00:01:36,107,,,,,,,,,
,00:01:37,107,,,,,,,,,
,00:01:38,107,,,,,,,,,
,00:01:39,106,,,,,,,,,
,00:01:40,107,,,,,,,,,
,00:01:41,107,,,,,,,,,
,00:01:42,107,,,,,,,,,
,00:01:43,107,,,,,,,,,
,00:01:44,106,,,,,,,,,
,00:01:45,105,,,,,,,,,
,00:01:46,104,,,,,,,,,
,00:01:47,103,,,,,,,,,
,00:01:48,103,,,,,,,,,
,00:01:49,104,,,,,,,,,
,00:01:50,104,,,,,,,,,
,00:01:51,104,,,,,,,,,
,00:01:52,105,,,,,,,,,
,00:01:53,105,,,,,,,,,
,00:01:54,105,,,,,,,,,
,00:01:55,106,,,,,,,,,
,00:01:56,106,,,,,,,,,
,00:01:57,106,,,,,,,,,
,00:01:58,107,,,,,,,,,
,00:01:59,108,,,,,,,,,
,00:02:00,109,,,,,,,,,
,00:02:01,109,,,,,,,,,
,00:02:02,110,,,,,,,,,
,00:02:03,111,,,,,,,,,
,00:02:04,110,,,,,,,,,
,00:02:05,109,,,,,,,,,
,00:02:06,108,,,,,,,,,
,00:02:07,106,,,,,,,,,
,00:02:08,105,,,,,,,,,
,00:02:09,104,,,,,,,,,
,00:02:10,104,,,,,,,,,
,00:02:11,104,,,,,,,,,
,00:02:12,104,,,,,,,,,
,00:02:13,103,,,,,,,,,
,00:02:14,104,,,,,,,,,
,00:02:15,104,,,,,,,,,
,00:02:16,105,,,,,,,,,
,00:02:17,105,,,,,,,,,
,00:02:18,106,,,,,,,,,
,00:02:19,106,,,,,,,,,
,00:02:20,106,,,,,,,,,
,00:02:21,106,,,,,,,,,
,00:02:22,106,,,,,,,,,
,00:02:23,105,,,,,,,,,
,00:02:24,104,,,,,,,,,
,00:02:25,103,,,,,,,,,
,00:02:26,102,,,,,,,,,
,00:02:27,101,,,,,,,,,
,00:02:28,101,,,,,,,,,
,00:02:29,101,,,,,,,,,
,00:02:30,101,,,,,,,,,
,00:02:31,101,,,,,,,,,
,00:02:32,102,,,,,,,,,
,00:02:33,103,,,,,,,,,
,00:02:34,103,,,,,,,,,
,00:02:35,103,,,,,,,,,
,00:02:36,102,,,,,,,,,
,00:02:37,101,,,,,,,,,
,00:02:38,100,,,,,,,,,
,00:02:39,100,,,,,,,,,
,00:02:40,101,,,,,,,,,
,00:02:41,101,,,,,,,,,
